,VIN,type,brake_time_sec,brake_distance_ft,road_type,braking_score,brake_pressure20pct,brake_pressure40pct,brake_pressure60pct,brake_pressure80pct,brake_pressure100pct,abs_event,travel_speed
2741,1G1RB6E41FU000029,aggressive,3.52,47.37,main road,112,1,1,1,0,0,0,58
2668,1G1RB6E41FU000026,aggressive,2.55,43.95,main road,72,1,1,0,0,0,0,51
2458,1G1RB6E41FU000018,aggressive,1.64,21.06,residential,76,1,0,0,0,0,0,34
135,1G1FX6S08H4000022,quality,4.22,31.76,residential,182,1,0,0,0,0,0,27
2318,1G1RB6E41FU000013,aggressive,4.29,59.09,highway,117,1,1,1,0,0,0,72
316,1G1FX6S08H4000028,quality,3.63,33.98,residential,179,0,0,0,0,0,0,26
35,1G1FX6S08H4000018,quality,5.11,61.26,main road,121,0,0,0,0,0,0,46
2734,1G1RB6E41FU000028,aggressive,5.49,59.8,highway,110,1,1,1,0,0,0,71
1796,1G1FX6S08H4000015,distracted,5.08,49.95,main road,108,1,0,0,0,0,0,39
774,1G1FX6S08H4000043,quality,4.16,32.38,residential,182,1,0,0,0,0,0,21
2385,1G1RB6E41FU000015,aggressive,1.58,14.97,residential,71,1,0,0,0,0,0,30
2945,1G1RB6E41FU000016,aggressive,6.39,63.6,highway,103,1,1,1,1,1,1,70
591,1G1FX6S08H4000037,quality,4.05,33.29,residential,174,0,0,0,0,0,0,26
1310,1G1RB6E41FU000046,distracted,5.12,80.31,highway,102,1,1,1,1,0,1,55
1961,1G1FX6S08H4000008,distracted,5.4,78.64,highway,132,1,1,1,1,0,1,55
1980,1G1FX6S08H4000014,distracted,5.65,84.57,highway,140,1,1,1,1,0,1,59
2461,1G1RB6E41FU000018,aggressive,1.11,22.48,residential,137,1,1,1,0,0,0,32
452,1G1FX6S08H4000032,quality,8.01,92.8,highway,155,1,1,1,0,0,0,64
834,1G1FX6S08H4000045,quality,6.12,61.23,main road,174,0,0,0,0,0,0,47
1101,1G1RB6E41FU000038,distracted,3.53,50.89,main road,175,1,1,1,0,0,1,39
1553,1G1FX6S08H4000006,distracted,4.15,63.98,main road,160,0,0,0,0,0,0,40
224,1G1FX6S08H4000025,quality,3.85,34.05,residential,166,1,1,1,0,0,0,27
655,1G1FX6S08H4000039,quality,6.26,58.72,main road,186,1,0,0,0,0,0,47
1329,1G1RB6E41FU000047,distracted,4.48,52.49,main road,133,1,0,0,0,0,1,42
2503,1G1RB6E41FU000020,aggressive,2.8,42.5,main road,128,1,1,1,0,0,0,52
1478,1G1FX6S08H4000003,distracted,4.62,49.8,main road,152,1,1,0,0,0,0,41
2151,1G1RB6E41FU000006,aggressive,1.95,22.7,residential,97,1,1,1,0,0,0,32
2347,1G1RB6E41FU000014,aggressive,3.28,42.03,main road,109,1,1,1,1,0,0,51
2925,1G1RB6E41FU000010,aggressive,5.35,57.76,highway,75,1,1,1,1,1,1,72
640,1G1FX6S08H4000039,quality,5.81,61.26,main road,146,0,0,0,0,0,0,47
1203,1G1RB6E41FU000042,distracted,3.2,27.04,residential,114,1,1,1,0,0,1,22
2115,1G1RB6E41FU000005,aggressive,2.11,43.43,main road,117,1,1,1,1,0,0,54
2520,1G1RB6E41FU000020,aggressive,2.2,41.35,main road,97,1,1,1,1,0,0,52
2978,1G1RB6E41FU000025,aggressive,5.24,59.47,highway,105,1,1,1,1,1,1,69
2023,1G1RB6E41FU000002,aggressive,2.09,40.14,main road,113,1,1,1,0,0,0,53
2133,1G1RB6E41FU000006,aggressive,1.78,19.98,residential,80,1,1,0,0,0,0,31
676,1G1FX6S08H4000040,quality,3.53,32.99,residential,168,1,1,0,0,0,0,26
858,1G1FX6S08H4000046,quality,4.2,31.2,residential,153,1,1,0,0,0,0,22
1570,1G1FX6S08H4000006,distracted,4.09,50.88,main road,141,1,1,0,0,0,0,37
2489,1G1RB6E41FU000019,aggressive,3.86,64.73,highway,117,1,1,1,0,0,0,69
1777,1G1FX6S08H4000014,distracted,5.07,73.69,highway,122,1,1,1,1,0,0,54
1117,1G1RB6E41FU000038,distracted,4.2,50.73,main road,114,1,0,0,0,0,1,40
775,1G1FX6S08H4000043,quality,3.94,30.74,residential,174,1,0,0,0,0,0,25
360,1G1FX6S08H4000029,quality,8.12,90.11,highway,185,1,1,1,0,0,0,62
564,1G1FX6S08H4000036,quality,5.02,62.25,main road,162,0,0,0,0,0,0,46
755,1G1FX6S08H4000042,quality,5.61,62.14,main road,198,0,0,0,0,0,0,45
2282,1G1RB6E41FU000011,aggressive,3.31,44.89,main road,124,1,1,1,1,0,0,55
2326,1G1RB6E41FU000013,aggressive,4.37,62.81,highway,94,1,1,1,1,0,0,75
2742,1G1RB6E41FU000029,aggressive,2.49,50.96,main road,116,1,1,1,1,0,0,56
276,1G1FX6S08H4000026,quality,7.69,92.02,highway,178,1,1,1,0,0,0,61
1540,1G1FX6S08H4000005,distracted,4.97,77.52,highway,143,1,1,1,1,0,0,59
315,1G1FX6S08H4000028,quality,4.19,32.93,residential,181,1,0,0,0,0,0,26
2348,1G1RB6E41FU000014,aggressive,2.71,46.91,main road,79,1,1,1,0,0,0,49
2219,1G1RB6E41FU000009,aggressive,1.52,24.05,residential,122,1,1,1,0,0,0,32
219,1G1FX6S08H4000024,quality,5.54,58.51,main road,146,0,0,0,0,0,0,47
2164,1G1RB6E41FU000007,aggressive,5.8,63.86,highway,102,1,1,1,1,0,0,71
16,1G1FX6S08H4000018,quality,5.61,56.19,main road,206,0,0,0,0,0,0,49
1184,1G1RB6E41FU000041,distracted,3.07,51.18,main road,179,1,0,0,0,0,1,42
1768,1G1FX6S08H4000014,distracted,5.57,75.16,highway,108,1,1,1,1,0,0,56
2587,1G1RB6E41FU000023,aggressive,2.42,45.29,main road,124,1,1,1,0,0,0,55
2176,1G1RB6E41FU000008,aggressive,1.82,46.99,main road,143,1,1,1,1,0,0,57
2874,1G1RB6E41FU000033,aggressive,1.61,16.26,residential,122,1,0,0,0,0,0,31
499,1G1FX6S08H4000034,quality,3.73,29.94,residential,205,1,0,0,0,0,0,21
1065,1G1RB6E41FU000036,distracted,3.08,28.08,residential,117,1,1,0,0,0,1,23
2857,1G1RB6E41FU000033,aggressive,1.81,19.28,residential,98,1,0,0,0,0,0,31
2002,1G1RB6E41FU000001,aggressive,4.96,62.02,highway,55,1,1,1,1,0,0,75
1970,1G1FX6S08H4000011,distracted,5.52,79.04,highway,131,1,1,1,1,0,1,58
2284,1G1RB6E41FU000012,aggressive,1.21,21.36,residential,120,1,0,0,0,0,0,32
1703,1G1FX6S08H4000012,distracted,3.8,53.68,main road,137,1,1,1,0,0,0,36
2279,1G1RB6E41FU000011,aggressive,3.06,41.23,main road,84,1,1,1,0,0,0,59
845,1G1FX6S08H4000045,quality,5.98,55.64,main road,165,0,0,0,0,0,0,46
1914,1G1RB6E41FU000049,distracted,5.74,83.97,highway,108,1,1,1,1,0,1,60
457,1G1FX6S08H4000032,quality,8.08,95.41,highway,193,1,1,0,0,0,0,61
1483,1G1FX6S08H4000003,distracted,3.86,53.72,main road,122,1,1,0,0,0,0,41
787,1G1FX6S08H4000044,quality,7.97,89.57,highway,188,1,1,1,0,0,0,61
1015,1G1RB6E41FU000034,distracted,5.43,70.84,highway,150,1,1,1,0,0,1,59
2143,1G1RB6E41FU000006,aggressive,2.51,21.54,residential,134,1,0,0,0,0,0,32
2993,1G1RB6E41FU000031,aggressive,5.1,57.66,highway,80,1,1,1,1,1,1,68
664,1G1FX6S08H4000039,quality,4.59,63.59,main road,136,0,0,0,0,0,0,45
1699,1G1FX6S08H4000011,distracted,5.68,77.9,highway,96,1,1,1,1,0,0,61
1414,1G1RB6E41FU000050,distracted,4.32,51.74,main road,128,1,0,0,0,0,0,41
2267,1G1RB6E41FU000011,aggressive,2.46,50.4,main road,108,1,1,1,0,0,0,60
1638,1G1FX6S08H4000009,distracted,3.94,49.22,main road,144,1,1,0,0,0,0,39
1230,1G1RB6E41FU000043,distracted,5.09,72.66,highway,115,1,1,1,1,0,1,54
279,1G1FX6S08H4000026,quality,8.31,92.07,highway,176,1,1,1,0,0,0,59
474,1G1FX6S08H4000033,quality,5.18,64.48,main road,143,0,0,0,0,0,0,47
2335,1G1RB6E41FU000013,aggressive,6.4,60.34,highway,101,1,1,1,0,0,0,75
2456,1G1RB6E41FU000018,aggressive,2.12,20.59,residential,102,1,0,0,0,0,0,34
962,1G1FX6S08H4000049,quality,4.18,29.84,residential,156,0,0,0,0,0,0,28
21,1G1FX6S08H4000018,quality,5.12,57.32,main road,198,0,0,0,0,0,0,45
2454,1G1RB6E41FU000018,aggressive,1.85,23.65,residential,126,1,1,1,0,0,0,36
1186,1G1RB6E41FU000041,distracted,3.73,61.42,main road,100,1,1,0,0,0,1,43
989,1G1FX6S08H4000050,quality,7.29,86.32,highway,187,1,1,1,0,0,0,64
572,1G1FX6S08H4000036,quality,6.77,57.06,main road,175,0,0,0,0,0,0,48
2648,1G1RB6E41FU000025,aggressive,4.72,57.47,highway,111,1,1,1,0,0,0,69
355,1G1FX6S08H4000029,quality,7.99,84.82,highway,148,1,1,1,0,0,0,60
2042,1G1RB6E41FU000002,aggressive,3.09,43.92,main road,66,1,1,1,0,0,0,51
1595,1G1FX6S08H4000007,distracted,2.87,31.55,residential,119,0,0,0,0,0,0,21
2258,1G1RB6E41FU000011,aggressive,3,46.8,main road,119,0,0,0,0,0,0,57
2620,1G1RB6E41FU000024,aggressive,1.92,17.75,residential,90,1,1,1,0,0,0,35
2534,1G1RB6E41FU000021,aggressive,1.34,22.71,residential,126,1,1,1,0,0,0,34
321,1G1FX6S08H4000028,quality,4.04,31.83,residential,164,0,0,0,0,0,0,24
1725,1G1FX6S08H4000012,distracted,3.09,55.69,main road,154,1,0,0,0,0,0,39
1112,1G1RB6E41FU000038,distracted,3.79,56.13,main road,166,1,1,0,0,0,1,38
444,1G1FX6S08H4000032,quality,6.88,93.03,highway,135,1,1,1,0,0,0,63
1587,1G1FX6S08H4000007,distracted,3.2,31.07,residential,139,0,0,0,0,0,0,19
330,1G1FX6S08H4000028,quality,3.81,27.96,residential,223,1,1,1,0,0,0,27
1344,1G1RB6E41FU000047,distracted,4.05,52.31,main road,100,1,1,0,0,0,1,39
708,1G1FX6S08H4000041,quality,7.88,88.58,highway,188,1,1,1,0,0,0,64
744,1G1FX6S08H4000042,quality,5.1,56.72,main road,151,0,0,0,0,0,0,46
727,1G1FX6S08H4000042,quality,6.22,59.63,main road,171,0,0,0,0,0,0,44
93,1G1FX6S08H4000020,quality,7.1,92.75,highway,175,1,1,1,0,0,0,60
2402,1G1RB6E41FU000016,aggressive,6.29,59.32,highway,86,1,1,1,1,0,0,71
165,1G1FX6S08H4000023,quality,8.42,89.62,highway,176,1,1,1,0,0,0,61
2460,1G1RB6E41FU000018,aggressive,1.76,23.13,residential,113,1,1,1,0,0,0,34
2768,1G1RB6E41FU000030,aggressive,2.91,17.51,residential,84,1,1,1,0,0,0,30
192,1G1FX6S08H4000024,quality,5.89,57.6,main road,156,0,0,0,0,0,0,46
1496,1G1FX6S08H4000003,distracted,4.13,54.27,main road,139,1,1,1,0,0,0,41
1258,1G1RB6E41FU000044,distracted,4.7,52.01,main road,145,0,0,0,0,0,1,43
130,1G1FX6S08H4000022,quality,3.91,28.9,residential,174,1,1,0,0,0,0,23
17,1G1FX6S08H4000018,quality,6.53,59.79,main road,169,0,0,0,0,0,0,48
2617,1G1RB6E41FU000024,aggressive,2.23,17.95,residential,104,0,0,0,0,0,0,37
2831,1G1RB6E41FU000032,aggressive,2.38,43.64,main road,107,1,1,1,1,0,0,62
1776,1G1FX6S08H4000014,distracted,5.23,77.3,highway,102,1,1,1,1,0,0,59
1218,1G1RB6E41FU000042,distracted,3.18,31.33,residential,155,1,0,0,0,0,1,22
1701,1G1FX6S08H4000012,distracted,3.69,54.93,main road,117,1,1,1,0,0,0,36
1800,1G1FX6S08H4000015,distracted,4.17,55.1,main road,175,1,1,0,0,0,0,39
1283,1G1RB6E41FU000045,distracted,3.29,28.46,residential,131,1,0,0,0,0,1,20
2783,1G1RB6E41FU000030,aggressive,1.22,22.35,residential,83,1,0,0,0,0,0,35
259,1G1FX6S08H4000026,quality,7.64,88.67,highway,136,1,1,1,0,0,0,62
1472,1G1FX6S08H4000003,distracted,3.94,54.58,main road,152,1,0,0,0,0,0,38
1834,1G1FX6S08H4000016,distracted,3.41,34.86,residential,149,1,0,0,0,0,0,20
567,1G1FX6S08H4000036,quality,4.97,60.48,main road,155,1,0,0,0,0,0,48
1972,1G1FX6S08H4000011,distracted,5.73,78.25,highway,103,1,1,1,1,0,1,56
1316,1G1RB6E41FU000046,distracted,5.28,70.8,highway,126,1,1,1,1,0,1,56
773,1G1FX6S08H4000043,quality,3.84,30.69,residential,199,1,1,0,0,0,0,25
1895,1G1RB6E41FU000046,distracted,5.55,83.82,highway,138,1,1,1,1,0,1,57
609,1G1FX6S08H4000038,quality,7.84,95.3,highway,217,1,1,1,0,0,0,64
2541,1G1RB6E41FU000021,aggressive,1.88,20.16,residential,108,1,0,0,0,0,0,31
328,1G1FX6S08H4000028,quality,3.79,33.79,residential,184,1,1,0,0,0,0,23
2954,1G1RB6E41FU000019,aggressive,4.43,61.55,highway,94,1,1,1,1,1,1,74
2255,1G1RB6E41FU000010,aggressive,5,54.61,highway,79,1,1,1,1,0,0,71
2305,1G1RB6E41FU000012,aggressive,1.55,17.4,residential,97,1,1,1,0,0,0,34
1396,1G1RB6E41FU000050,distracted,4.46,50.79,main road,120,1,1,0,0,0,0,39
707,1G1FX6S08H4000041,quality,8.47,88.75,highway,166,1,1,1,0,0,0,62
745,1G1FX6S08H4000042,quality,6.95,59.5,main road,170,0,0,0,0,0,0,47
1528,1G1FX6S08H4000004,distracted,3.37,29.61,residential,152,0,0,0,0,0,0,24
2694,1G1RB6E41FU000027,aggressive,2.43,19.91,residential,124,1,1,1,0,0,0,32
1031,1G1RB6E41FU000035,distracted,4.25,47.3,main road,169,1,1,1,0,0,1,44
1078,1G1RB6E41FU000037,distracted,5.16,69.81,highway,132,1,1,1,1,0,1,54
331,1G1FX6S08H4000028,quality,4.19,29.25,residential,184,0,0,0,0,0,0,25
273,1G1FX6S08H4000026,quality,7.27,90.93,highway,153,1,1,1,0,0,0,64
798,1G1FX6S08H4000044,quality,7.81,84.44,highway,205,1,1,1,0,0,0,59
825,1G1FX6S08H4000045,quality,5.44,63.44,main road,168,0,0,0,0,0,0,49
396,1G1FX6S08H4000030,quality,5.86,57.06,main road,210,0,0,0,0,0,0,46
2822,1G1RB6E41FU000032,aggressive,3.1,48.88,main road,45,1,1,1,0,0,0,55
222,1G1FX6S08H4000025,quality,4.05,28.53,residential,187,1,0,0,0,0,0,29
2603,1G1RB6E41FU000023,aggressive,2.79,46.19,main road,101,1,1,1,0,0,0,53
2641,1G1RB6E41FU000025,aggressive,3.22,56.53,highway,79,1,1,1,1,0,0,79
643,1G1FX6S08H4000039,quality,5.81,57.66,main road,146,0,0,0,0,0,0,46
1669,1G1FX6S08H4000010,distracted,3.03,29.92,residential,131,1,1,0,0,0,0,27
283,1G1FX6S08H4000027,quality,6.66,52.95,main road,165,1,0,0,0,0,0,52
2845,1G1RB6E41FU000033,aggressive,1.78,17.63,residential,114,1,1,0,0,0,0,36
2909,1G1RB6E41FU000007,aggressive,5.07,61.11,highway,112,1,1,1,1,1,1,73
2896,1G1RB6E41FU000004,aggressive,5.45,61.09,highway,124,1,1,1,1,1,1,77
1750,1G1FX6S08H4000013,distracted,3.71,26.83,residential,109,0,0,0,0,0,0,21
1152,1G1RB6E41FU000039,distracted,3.07,26.5,residential,121,1,1,1,0,0,1,22
1754,1G1FX6S08H4000013,distracted,3.5,31.2,residential,110,1,0,0,0,0,0,24
1199,1G1RB6E41FU000042,distracted,3.17,35.26,residential,128,1,0,0,0,0,1,20
1226,1G1RB6E41FU000042,distracted,3.37,26.37,residential,163,0,0,0,0,0,1,21
668,1G1FX6S08H4000040,quality,4.34,25.31,residential,221,1,0,0,0,0,0,26
2607,1G1RB6E41FU000024,aggressive,2.04,16.77,residential,115,1,1,1,0,0,0,30
2448,1G1RB6E41FU000018,aggressive,2.52,20.62,residential,86,1,0,0,0,0,0,38
767,1G1FX6S08H4000043,quality,4.49,33.36,residential,173,0,0,0,0,0,0,25
160,1G1FX6S08H4000023,quality,7.39,91.52,highway,143,1,1,1,0,0,0,61
1820,1G1FX6S08H4000016,distracted,3.45,30.57,residential,150,1,0,0,0,0,0,22
2672,1G1RB6E41FU000026,aggressive,2.72,41.42,main road,88,1,1,1,0,0,0,54
1664,1G1FX6S08H4000010,distracted,3.61,30.42,residential,123,1,0,0,0,0,0,23
169,1G1FX6S08H4000023,quality,8.51,86.35,highway,191,1,1,1,0,0,0,60
1282,1G1RB6E41FU000045,distracted,3.03,26.05,residential,133,1,0,0,0,0,1,24
1148,1G1RB6E41FU000039,distracted,3.47,31.51,residential,125,0,0,0,0,0,1,21
659,1G1FX6S08H4000039,quality,5.17,58.24,main road,186,0,0,0,0,0,0,50
2955,1G1RB6E41FU000019,aggressive,5.08,57.62,highway,106,1,1,1,1,1,1,71
181,1G1FX6S08H4000023,quality,7.94,94.03,highway,164,1,1,1,0,0,0,59
1876,1G1RB6E41FU000040,distracted,5.35,85.35,highway,138,1,1,1,1,0,1,52
319,1G1FX6S08H4000028,quality,4.14,27.19,residential,163,1,1,0,0,0,0,26
1822,1G1FX6S08H4000016,distracted,3.6,27.11,residential,104,1,0,0,0,0,0,20
1774,1G1FX6S08H4000014,distracted,5.2,75.08,highway,160,1,1,1,1,0,0,56
1449,1G1FX6S08H4000001,distracted,3.44,31.78,residential,141,1,0,0,0,0,0,20
2429,1G1RB6E41FU000017,aggressive,2.64,40.61,main road,114,1,1,1,1,0,0,58
882,1G1FX6S08H4000047,quality,8.35,96.7,highway,195,1,1,1,0,0,0,65
2122,1G1RB6E41FU000005,aggressive,2.52,41.91,main road,130,1,1,1,0,0,0,55
2262,1G1RB6E41FU000011,aggressive,3.14,39.36,main road,104,1,1,1,1,0,0,54
1846,1G1FX6S08H4000017,distracted,5.8,72.15,highway,135,1,1,1,1,0,0,55
1487,1G1FX6S08H4000003,distracted,3.86,57.05,main road,154,0,0,0,0,0,0,42
1632,1G1FX6S08H4000009,distracted,3.89,58.03,main road,107,0,0,0,0,0,0,41
2906,1G1RB6E41FU000004,aggressive,6.7,58.05,highway,55,1,1,1,1,1,1,70
322,1G1FX6S08H4000028,quality,3.52,23.96,residential,185,1,1,0,0,0,0,26
1973,1G1FX6S08H4000011,distracted,5.68,78.21,highway,165,1,1,1,1,1,1,54
671,1G1FX6S08H4000040,quality,3.72,34.13,residential,148,1,1,0,0,0,0,27
2363,1G1RB6E41FU000014,aggressive,2.7,47.4,main road,69,1,1,1,0,0,0,59
933,1G1FX6S08H4000048,quality,6.74,55.59,main road,183,0,0,0,0,0,0,44
2109,1G1RB6E41FU000005,aggressive,1.36,43.48,main road,90,1,1,1,0,0,0,51
1689,1G1FX6S08H4000011,distracted,5.16,83.35,highway,124,1,1,1,1,0,0,61
820,1G1FX6S08H4000045,quality,5.73,62.05,main road,164,0,0,0,0,0,0,45
1850,1G1RB6E41FU000034,distracted,5.59,72.93,highway,184,1,1,1,1,0,1,55
2893,1G1RB6E41FU000002,aggressive,3.03,46.06,main road,101,1,1,1,1,1,1,57
2834,1G1RB6E41FU000032,aggressive,2.16,44.73,main road,102,1,1,1,0,0,0,56
2791,1G1RB6E41FU000030,aggressive,2.45,24.44,residential,69,1,1,1,1,0,0,34
1657,1G1FX6S08H4000010,distracted,3.22,30.67,residential,132,1,1,0,0,0,0,22
1879,1G1RB6E41FU000040,distracted,5.01,85.16,highway,139,1,1,1,1,0,1,52
498,1G1FX6S08H4000034,quality,4.35,29.72,residential,156,0,0,0,0,0,0,23
1598,1G1FX6S08H4000007,distracted,3.24,34.25,residential,127,1,1,1,0,0,0,19
764,1G1FX6S08H4000043,quality,3.63,26.08,residential,137,1,1,0,0,0,0,23
1647,1G1FX6S08H4000009,distracted,4.27,56.05,main road,108,1,1,0,0,0,0,40
1755,1G1FX6S08H4000013,distracted,3.25,28.58,residential,144,0,0,0,0,0,0,24
617,1G1FX6S08H4000038,quality,7.64,90.46,highway,187,1,1,1,0,0,0,62
325,1G1FX6S08H4000028,quality,4.05,27.55,residential,186,1,1,0,0,0,0,27
761,1G1FX6S08H4000043,quality,4.14,32.81,residential,193,1,0,0,0,0,0,27
2457,1G1RB6E41FU000018,aggressive,2.84,16.82,residential,93,1,0,0,0,0,0,35
2795,1G1RB6E41FU000031,aggressive,5.03,61.09,highway,100,1,1,1,0,0,0,75
2630,1G1RB6E41FU000024,aggressive,1.29,17.82,residential,79,0,0,0,0,0,0,35
561,1G1FX6S08H4000036,quality,5.49,63.23,main road,195,0,0,0,0,0,0,46
2084,1G1RB6E41FU000004,aggressive,3.62,62.74,highway,58,1,1,1,1,0,0,71
1151,1G1RB6E41FU000039,distracted,3.19,29.97,residential,132,1,0,0,0,0,1,21
1255,1G1RB6E41FU000044,distracted,4.14,52.84,main road,117,1,1,0,0,0,1,40
1023,1G1RB6E41FU000035,distracted,4.68,50.34,main road,148,1,0,0,0,0,1,38
811,1G1FX6S08H4000044,quality,8,92.73,highway,219,1,1,1,0,0,0,61
261,1G1FX6S08H4000026,quality,7.41,90.86,highway,173,1,1,1,0,0,0,63
429,1G1FX6S08H4000032,quality,8.44,84.84,highway,202,1,1,1,0,0,0,63
838,1G1FX6S08H4000045,quality,6.08,61.58,main road,119,0,0,0,0,0,0,47
2744,1G1RB6E41FU000029,aggressive,3.03,52.15,main road,105,1,1,1,0,0,0,51
978,1G1FX6S08H4000050,quality,8.32,89.31,highway,146,1,1,1,0,0,0,59
2410,1G1RB6E41FU000016,aggressive,3.34,62.61,highway,97,1,1,1,1,0,0,74
2174,1G1RB6E41FU000008,aggressive,2.66,46.4,main road,78,1,1,1,0,0,0,54
1951,1G1FX6S08H4000005,distracted,5.14,77.25,highway,111,1,1,1,1,0,1,57
1249,1G1RB6E41FU000044,distracted,4.61,54.61,main road,154,1,0,0,0,0,1,37
1431,1G1FX6S08H4000001,distracted,3.16,33.56,residential,143,0,0,0,0,0,0,26
221,1G1FX6S08H4000025,quality,3.63,25.85,residential,206,1,1,0,0,0,0,24
963,1G1FX6S08H4000049,quality,4.27,30.8,residential,164,0,0,0,0,0,0,24
2796,1G1RB6E41FU000031,aggressive,6.57,57.75,highway,91,1,1,1,1,0,0,72
794,1G1FX6S08H4000044,quality,8.73,91.1,highway,172,1,1,1,0,0,0,63
2218,1G1RB6E41FU000009,aggressive,2.56,11.75,residential,90,1,1,0,0,0,0,32
216,1G1FX6S08H4000024,quality,5.76,61.03,main road,149,0,0,0,0,0,0,47
317,1G1FX6S08H4000028,quality,3.69,27.12,residential,157,1,0,0,0,0,0,23
1480,1G1FX6S08H4000003,distracted,3.71,57.62,main road,127,1,0,0,0,0,0,40
1845,1G1FX6S08H4000017,distracted,5.28,79.31,highway,121,1,1,1,1,0,0,56
2491,1G1RB6E41FU000019,aggressive,4.33,58.75,highway,125,1,1,1,1,0,0,76
1641,1G1FX6S08H4000009,distracted,4.17,48.03,main road,140,0,0,0,0,0,0,39
1426,1G1FX6S08H4000001,distracted,3.55,26.7,residential,136,0,0,0,0,0,0,18
2012,1G1RB6E41FU000001,aggressive,4.73,60.08,highway,130,1,1,1,1,0,0,73
2721,1G1RB6E41FU000028,aggressive,4.95,61.4,highway,93,1,1,1,1,0,0,72
1386,1G1RB6E41FU000049,distracted,5.24,74.88,highway,128,1,1,1,1,0,0,62
1679,1G1FX6S08H4000010,distracted,2.76,29.25,residential,154,1,1,0,0,0,0,20
2173,1G1RB6E41FU000007,aggressive,4.67,61.16,highway,105,1,1,1,1,0,0,71
2378,1G1RB6E41FU000015,aggressive,1.47,22.4,residential,122,1,1,0,0,0,0,33
2220,1G1RB6E41FU000009,aggressive,1.5,16.68,residential,100,1,1,1,0,0,0,34
1071,1G1RB6E41FU000036,distracted,3.26,29.14,residential,128,1,0,0,0,0,1,22
2671,1G1RB6E41FU000026,aggressive,2.21,44.28,main road,122,1,1,1,0,0,0,57
804,1G1FX6S08H4000044,quality,8.32,88.75,highway,180,1,1,1,0,0,0,60
223,1G1FX6S08H4000025,quality,3.65,34.4,residential,168,1,1,1,0,0,0,26
1292,1G1RB6E41FU000045,distracted,3.5,28.05,residential,110,1,0,0,0,0,1,21
2533,1G1RB6E41FU000021,aggressive,2.18,20.7,residential,81,1,1,1,0,0,0,33
2061,1G1RB6E41FU000003,aggressive,2.58,21.6,residential,105,1,1,1,0,0,0,38
1273,1G1RB6E41FU000044,distracted,3.49,59.55,main road,139,1,0,0,0,0,1,42
424,1G1FX6S08H4000031,quality,4.17,27.23,residential,185,0,0,0,0,0,0,27
637,1G1FX6S08H4000039,quality,4.94,60.1,main road,173,0,0,0,0,0,0,42
1554,1G1FX6S08H4000006,distracted,3.79,53.36,main road,102,1,0,0,0,0,0,39
1231,1G1RB6E41FU000043,distracted,5.42,87.48,highway,116,1,1,1,1,0,1,59
2334,1G1RB6E41FU000013,aggressive,6.16,63.69,highway,120,1,1,1,1,0,0,72
2550,1G1RB6E41FU000021,aggressive,2.73,17.74,residential,101,1,1,0,0,0,0,33
1737,1G1FX6S08H4000013,distracted,3.38,30.26,residential,103,0,0,0,0,0,0,24
2095,1G1RB6E41FU000004,aggressive,3.25,63.45,highway,78,1,1,1,1,0,0,69
1345,1G1RB6E41FU000047,distracted,4.28,60.83,main road,153,1,0,0,0,0,1,42
2528,1G1RB6E41FU000021,aggressive,1.85,23.22,residential,95,1,0,0,0,0,0,32
1300,1G1RB6E41FU000045,distracted,2.7,26.78,residential,162,0,0,0,0,0,1,21
1132,1G1RB6E41FU000039,distracted,3.16,25.81,residential,138,0,0,0,0,0,1,22
1592,1G1FX6S08H4000007,distracted,3.42,31.85,residential,153,1,0,0,0,0,0,20
2743,1G1RB6E41FU000029,aggressive,2.34,47.42,main road,105,1,1,1,0,0,0,53
551,1G1FX6S08H4000036,quality,6.11,55.84,main road,200,0,0,0,0,0,0,47
2544,1G1RB6E41FU000021,aggressive,2.25,23.86,residential,143,1,0,0,0,0,0,36
113,1G1FX6S08H4000021,quality,6.56,61.16,main road,177,0,0,0,0,0,0,47
2443,1G1RB6E41FU000017,aggressive,2.39,44.92,main road,109,1,1,1,0,0,0,58
2846,1G1RB6E41FU000033,aggressive,2.38,19.6,residential,88,1,0,0,0,0,0,37
785,1G1FX6S08H4000043,quality,4.26,34.63,residential,176,1,0,0,0,0,0,28
1873,1G1RB6E41FU000040,distracted,5.15,76.96,highway,144,1,1,1,1,0,1,57
1274,1G1RB6E41FU000044,distracted,3.8,54.12,main road,119,1,1,0,0,0,1,38
1212,1G1RB6E41FU000042,distracted,3.8,31.79,residential,128,0,0,0,0,0,1,21
934,1G1FX6S08H4000048,quality,5.33,55.49,main road,185,1,0,0,0,0,0,47
2988,1G1RB6E41FU000029,aggressive,3.02,46.77,main road,76,1,1,1,1,1,1,56
1037,1G1RB6E41FU000035,distracted,4.43,52.95,main road,174,1,1,0,0,0,1,39
503,1G1FX6S08H4000034,quality,4.08,32.85,residential,175,0,0,0,0,0,0,25
2298,1G1RB6E41FU000012,aggressive,1.91,20.85,residential,89,1,1,0,0,0,0,33
163,1G1FX6S08H4000023,quality,7.69,90.72,highway,168,1,1,1,0,0,0,63
1171,1G1RB6E41FU000041,distracted,4.28,59.12,main road,95,1,1,0,0,0,1,40
2751,1G1RB6E41FU000029,aggressive,2.3,46.62,main road,91,1,1,1,1,0,0,58
2730,1G1RB6E41FU000028,aggressive,5.42,60.53,highway,70,1,1,1,1,0,0,72
