"type","brake_time_sec","brake_distance_ft","road_type","braking_score","brake_pressure20pct","brake_pressure40pct","brake_pressure60pct","brake_pressure80pct","brake_pressure100pct","abs_event","travel_speed"
"distracted",5.28,79.31,"highway",121,1,1,1,1,0,0,56
"aggressive",4.33,58.75,"highway",125,1,1,1,1,0,0,76
"distracted",4.17,48.03,"main road",140,0,0,0,0,0,0,39
"distracted",3.55,26.7,"residential",136,0,0,0,0,0,0,18
"aggressive",4.73,60.08,"highway",130,1,1,1,1,0,0,73
"aggressive",4.95,61.4,"highway",93,1,1,1,1,0,0,72
"distracted",5.24,74.88,"highway",128,1,1,1,1,0,0,62
"distracted",2.76,29.25,"residential",154,1,1,0,0,0,0,20
"aggressive",4.67,61.16,"highway",105,1,1,1,1,0,0,71
"aggressive",1.47,22.4,"residential",122,1,1,0,0,0,0,33
"aggressive",1.5,16.68,"residential",100,1,1,1,0,0,0,34
"distracted",3.26,29.14,"residential",128,1,0,0,0,0,1,22
"aggressive",2.21,44.28,"main road",122,1,1,1,0,0,0,57
"quality",8.32,88.75,"highway",180,1,1,1,0,0,0,60
"quality",3.65,34.4,"residential",168,1,1,1,0,0,0,26
"distracted",3.5,28.05,"residential",110,1,0,0,0,0,1,21
"aggressive",2.18,20.7,"residential",81,1,1,1,0,0,0,33
"aggressive",2.58,21.6,"residential",105,1,1,1,0,0,0,38
"distracted",3.49,59.55,"main road",139,1,0,0,0,0,1,42
"quality",4.17,27.23,"residential",185,0,0,0,0,0,0,27
"quality",4.94,60.1,"main road",173,0,0,0,0,0,0,42
"distracted",3.79,53.36,"main road",102,1,0,0,0,0,0,39
"distracted",5.42,87.48,"highway",116,1,1,1,1,0,1,59
"aggressive",6.16,63.69,"highway",120,1,1,1,1,0,0,72
"aggressive",2.73,17.74,"residential",101,1,1,0,0,0,0,33
"distracted",3.38,30.26,"residential",103,0,0,0,0,0,0,24
"aggressive",3.25,63.45,"highway",78,1,1,1,1,0,0,69
"distracted",4.28,60.83,"main road",153,1,0,0,0,0,1,42
"aggressive",1.85,23.22,"residential",95,1,0,0,0,0,0,32
"distracted",2.7,26.78,"residential",162,0,0,0,0,0,1,21
"distracted",3.16,25.81,"residential",138,0,0,0,0,0,1,22
"distracted",3.42,31.85,"residential",153,1,0,0,0,0,0,20
"aggressive",2.34,47.42,"main road",105,1,1,1,0,0,0,53
"quality",6.11,55.84,"main road",200,0,0,0,0,0,0,47
"aggressive",2.25,23.86,"residential",143,1,0,0,0,0,0,36
"quality",6.56,61.16,"main road",177,0,0,0,0,0,0,47
"aggressive",2.39,44.92,"main road",109,1,1,1,0,0,0,58
"aggressive",2.38,19.6,"residential",88,1,0,0,0,0,0,37
"quality",4.26,34.63,"residential",176,1,0,0,0,0,0,28
"distracted",5.15,76.96,"highway",144,1,1,1,1,0,1,57
"distracted",3.8,54.12,"main road",119,1,1,0,0,0,1,38
"distracted",3.8,31.79,"residential",128,0,0,0,0,0,1,21
"quality",5.33,55.49,"main road",185,1,0,0,0,0,0,47
"aggressive",3.02,46.77,"main road",76,1,1,1,1,1,1,56
"distracted",4.43,52.95,"main road",174,1,1,0,0,0,1,39
"quality",4.08,32.85,"residential",175,0,0,0,0,0,0,25
"aggressive",1.91,20.85,"residential",89,1,1,0,0,0,0,33
"quality",7.69,90.72,"highway",168,1,1,1,0,0,0,63
"distracted",4.28,59.12,"main road",95,1,1,0,0,0,1,40
"aggressive",2.3,46.62,"main road",91,1,1,1,1,0,0,58
"aggressive",5.42,60.53,"highway",70,1,1,1,1,0,0,72
"quality",5.99,62.73,"main road",190,0,0,0,0,0,0,46
"aggressive",6.62,60.97,"highway",78,1,1,1,1,0,0,72
"distracted",3.81,57.77,"main road",127,1,0,0,0,0,1,42
"quality",6.4,60.09,"main road",180,0,0,0,0,0,0,47
"aggressive",5.42,63.32,"highway",117,1,1,1,1,1,1,72
"quality",5.62,58.57,"main road",180,0,0,0,0,0,0,46
"quality",5.9,62.94,"main road",213,0,0,0,0,0,0,46
"quality",4.7,61.96,"main road",198,0,0,0,0,0,0,48
"distracted",5.37,79.33,"highway",111,1,1,1,1,0,1,58
"quality",7.71,89.37,"highway",168,1,1,1,0,0,0,58
"aggressive",2.02,22.43,"residential",99,1,0,0,0,0,0,35
"distracted",3.49,54.2,"main road",151,1,0,0,0,0,0,37
"aggressive",2.14,43.87,"main road",74,1,1,1,0,0,0,49
"distracted",3.23,31.65,"residential",159,0,0,0,0,0,1,22
"quality",6.68,96.67,"highway",193,1,1,1,0,0,0,62
"quality",6.56,56.65,"main road",205,1,0,0,0,0,0,49
"distracted",3,29.63,"residential",130,1,0,0,0,0,0,23
"quality",5.91,61.62,"main road",180,0,0,0,0,0,0,47
"distracted",3.26,24,"residential",160,1,1,0,0,0,0,21
"quality",4.24,30.84,"residential",178,1,1,0,0,0,0,26
"distracted",5.65,86.8,"highway",111,1,1,1,1,1,1,56
"aggressive",5.31,65.72,"highway",105,1,1,1,1,0,0,77
"quality",3.93,29.9,"residential",175,1,1,0,0,0,0,22
"distracted",4.59,58.58,"main road",137,1,1,1,0,0,1,38
"distracted",2.8,27.76,"residential",134,1,0,0,0,0,0,20
"quality",6.55,88,"highway",197,1,1,1,0,0,0,59
"distracted",3.17,31.86,"residential",131,0,0,0,0,0,0,22
"distracted",5.14,79.8,"highway",149,1,1,1,1,0,0,53
"aggressive",2.86,39.04,"main road",93,1,0,0,0,0,0,56
"quality",7.32,88.03,"highway",168,1,1,1,0,0,0,63
"distracted",5.52,73.61,"highway",129,1,1,1,1,0,0,55
"distracted",5.5,83.55,"highway",140,1,1,1,1,0,1,57
"quality",8.48,88.66,"highway",155,1,1,1,1,0,0,59
"quality",4.18,38.33,"residential",191,1,1,1,0,0,0,22
"aggressive",2.04,43.94,"main road",110,1,1,1,0,0,0,55
"quality",4.4,30.7,"residential",190,1,0,0,0,0,0,27
"distracted",3.38,29.72,"residential",168,1,1,0,0,0,0,21
"aggressive",3.2,42.45,"main road",112,1,1,1,0,0,0,60
"aggressive",6.23,56.9,"highway",115,1,1,1,1,1,1,72
"quality",5.91,59.47,"main road",173,0,0,0,0,0,0,47
"distracted",5.57,78,"highway",157,1,1,1,1,0,0,58
"quality",7.81,92.23,"highway",161,1,1,1,0,0,0,59
"quality",7.24,88.09,"highway",171,1,1,1,0,0,0,60
"aggressive",2.1,44.02,"main road",124,1,1,1,0,0,0,56
"distracted",5.15,83.48,"highway",116,1,1,1,1,0,1,61
"quality",8.81,87.35,"highway",169,1,1,1,0,0,0,61
"distracted",3.51,59.51,"main road",129,1,1,1,0,0,1,39
"quality",6.15,57.82,"main road",152,1,0,0,0,0,0,46
"distracted",3.27,30.29,"residential",116,1,0,0,0,0,0,22
"quality",5.28,63.12,"main road",192,1,0,0,0,0,0,47
"quality",7.65,84.81,"highway",169,1,1,1,0,0,0,59
"aggressive",5.29,61.48,"highway",129,1,1,1,1,1,1,71
"distracted",2.99,52.06,"main road",131,1,1,0,0,0,0,39
"aggressive",2.22,21.42,"residential",109,1,1,1,0,0,0,33
"aggressive",1.97,19.93,"residential",127,1,1,1,0,0,0,33
"quality",6.44,62.19,"main road",152,1,0,0,0,0,0,47
"distracted",5.04,80.32,"highway",91,1,1,1,1,0,1,57
"distracted",3.8,55.78,"main road",166,1,1,0,0,0,0,41
"quality",5.72,57.9,"main road",158,0,0,0,0,0,0,47
"quality",4.38,22.25,"residential",170,0,0,0,0,0,0,26
"aggressive",5.58,60.06,"highway",106,1,1,1,1,0,0,71
"quality",6.23,58.91,"main road",156,0,0,0,0,0,0,48
"quality",3.9,31.71,"residential",141,0,0,0,0,0,0,26
"aggressive",5.73,58.91,"highway",127,1,1,1,1,1,1,68
"aggressive",6.43,58.1,"highway",98,1,1,1,1,1,1,75
"aggressive",1.71,44.94,"main road",113,1,1,1,0,0,0,57
"aggressive",2.51,42.43,"main road",107,1,1,0,0,0,0,52
"aggressive",1.35,21.11,"residential",106,0,0,0,0,0,0,34
"quality",3.9,30.05,"residential",172,1,1,0,0,0,0,26
"aggressive",3.4,57.7,"highway",121,1,1,1,0,0,0,76
"quality",4.07,27.31,"residential",168,1,0,0,0,0,0,26
"aggressive",4.3,59.48,"highway",74,1,1,1,1,0,0,71
"aggressive",0.63,18.29,"residential",75,0,0,0,0,0,0,34
"distracted",5.13,84.68,"highway",82,1,1,1,1,0,1,55
"distracted",5.41,77.27,"highway",103,1,1,1,1,0,1,51
"aggressive",3.56,61.24,"highway",76,1,1,1,1,0,0,71
"distracted",5.83,80.42,"highway",129,1,1,1,1,0,0,53
"distracted",2.94,25.82,"residential",133,1,0,0,0,0,1,21
"quality",4.29,32.59,"residential",187,1,1,0,0,0,0,27
"quality",6.55,59.31,"main road",176,0,0,0,0,0,0,51
"distracted",5,50.65,"main road",140,0,0,0,0,0,1,42
"quality",6.02,53.65,"main road",168,0,0,0,0,0,0,46
"aggressive",3.22,56.58,"highway",100,1,1,1,1,0,0,73
"quality",4.12,28.94,"residential",219,1,0,0,0,0,0,27
"distracted",3.83,52.36,"main road",134,1,1,1,0,0,0,39
"quality",5.14,61.59,"main road",186,0,0,0,0,0,0,46
"aggressive",1.74,43.44,"main road",91,1,1,1,0,0,0,53
"aggressive",1.94,16.76,"residential",89,1,1,1,0,0,0,36
"aggressive",2.03,47.88,"main road",137,1,1,1,0,0,0,56
"distracted",5.64,79.18,"highway",135,1,1,1,1,0,1,58
"aggressive",2.41,47.94,"main road",115,1,1,1,1,0,0,51
"distracted",3.14,31.96,"residential",150,1,1,0,0,0,0,22
"aggressive",5.24,61.22,"highway",101,1,1,1,0,0,0,69
"quality",7.42,93.39,"highway",140,1,1,1,0,0,0,62
"aggressive",2.37,44.87,"main road",95,1,1,1,1,0,0,56
"quality",7.59,90.15,"highway",189,1,1,1,0,0,0,62
"aggressive",1.89,21.5,"residential",109,1,0,0,0,0,0,36
"distracted",6.06,81.93,"highway",163,1,1,1,1,0,1,57
"quality",4.62,56.95,"main road",177,0,0,0,0,0,0,46
"aggressive",6.97,59.03,"highway",59,1,1,1,1,0,0,70
"aggressive",2.42,23.59,"residential",119,1,1,1,0,0,0,35
"distracted",3.32,27.44,"residential",160,1,1,0,0,0,0,24
"distracted",3.26,32.91,"residential",151,1,0,0,0,0,0,20
"quality",4.26,33.99,"residential",171,1,1,0,0,0,0,26
"quality",3.85,33.54,"residential",170,0,0,0,0,0,0,28
"quality",3.98,29.62,"residential",180,1,0,0,0,0,0,24
"distracted",3.31,47.64,"main road",141,1,0,0,0,0,1,39
"quality",4.04,27.8,"residential",180,1,0,0,0,0,0,24
"quality",5.4,61.35,"main road",165,0,0,0,0,0,0,49
"distracted",3.48,27.88,"residential",99,1,0,0,0,0,0,19
"aggressive",2.26,20.8,"residential",110,1,0,0,0,0,0,37
"quality",6.19,66.2,"main road",195,0,0,0,0,0,0,48
"quality",3.83,34.59,"residential",208,0,0,0,0,0,0,28
"distracted",3.57,31.72,"residential",142,1,1,1,0,0,0,27
"distracted",5.6,81.15,"highway",165,1,1,1,1,0,1,59
"distracted",3.07,30.85,"residential",83,1,1,1,0,0,0,24
"distracted",3.39,33.2,"residential",149,1,0,0,0,0,1,22
"distracted",3.52,30.68,"residential",123,0,0,0,0,0,0,21
"distracted",3.29,29.67,"residential",146,0,0,0,0,0,0,20
"aggressive",3.12,42.17,"main road",113,1,1,1,0,0,0,59
"aggressive",2.41,18.05,"residential",53,1,0,0,0,0,0,37
"distracted",5.56,79.87,"highway",112,1,1,1,1,0,1,54
"distracted",5.11,80.25,"highway",100,1,1,1,0,0,0,60
"quality",6.81,57.87,"main road",189,0,0,0,0,0,0,47
"quality",5.23,59.06,"main road",149,1,0,0,0,0,0,49
"quality",3.82,28.38,"residential",171,0,0,0,0,0,0,25
"quality",6.39,61,"main road",174,0,0,0,0,0,0,50
"quality",5.24,57.54,"main road",196,0,0,0,0,0,0,47
"distracted",4.16,59.79,"main road",120,1,1,0,0,0,0,41
"quality",4.75,31.07,"residential",214,1,1,0,0,0,0,26
"aggressive",5.1,61.02,"highway",88,1,1,1,1,1,1,79
"quality",5.02,58.45,"main road",204,0,0,0,0,0,0,47
"distracted",3.34,60.84,"main road",139,1,0,0,0,0,0,43
"distracted",3.69,64.25,"main road",133,1,0,0,0,0,0,39
"aggressive",5.61,61.08,"highway",64,1,1,1,1,0,0,71
"quality",7.94,92.13,"highway",158,1,1,1,0,0,0,62
"aggressive",1.48,22.27,"residential",80,1,1,0,0,0,0,33
"quality",8.39,87.99,"highway",201,1,1,1,0,0,0,60
"aggressive",5.4,55.91,"highway",109,1,1,1,0,0,0,71
"quality",6.59,88.69,"highway",181,1,1,1,0,0,0,60
"distracted",3.99,54.86,"main road",149,1,0,0,0,0,0,43
"distracted",3.89,60.97,"main road",144,1,1,1,0,0,0,42
"quality",5.48,58.61,"main road",166,0,0,0,0,0,0,46
"quality",3.92,33.6,"residential",164,1,0,0,0,0,0,26
"quality",5.65,63.61,"main road",166,0,0,0,0,0,0,44
"quality",3.64,30.24,"residential",191,0,0,0,0,0,0,22
"aggressive",2.85,47.02,"main road",155,1,1,1,0,0,0,50
"aggressive",1.53,23.68,"residential",77,1,1,1,0,0,0,32
"distracted",3.34,50.96,"main road",112,1,1,1,0,0,0,40
"quality",4.07,29.25,"residential",197,1,0,0,0,0,0,29
"distracted",3.73,46.57,"main road",124,1,1,0,0,0,1,39
"quality",5.81,60.85,"main road",176,0,0,0,0,0,0,49
"distracted",3.18,57.44,"main road",126,1,0,0,0,0,0,41
"quality",3.31,33.44,"residential",164,0,0,0,0,0,0,30
"distracted",4.16,60.17,"main road",160,1,1,0,0,0,1,40
"distracted",3.03,31.3,"residential",147,1,1,0,0,0,0,21
"distracted",5.2,56.07,"main road",118,1,0,0,0,0,0,40
"quality",5.1,63.01,"main road",163,0,0,0,0,0,0,44
"distracted",5.64,78.62,"highway",147,1,1,1,1,0,1,52
"quality",7.57,86.08,"highway",171,1,1,1,0,0,0,62
"distracted",5.39,82.87,"highway",144,1,1,1,1,0,1,61
"quality",3.7,34.76,"residential",164,1,1,1,0,0,0,25
"distracted",3.06,33.46,"residential",172,1,0,0,0,0,1,23
"distracted",5.78,80.14,"highway",162,1,1,1,1,0,1,58
"aggressive",5.11,62.74,"highway",82,1,1,1,1,0,0,71
"distracted",3.41,54.93,"main road",104,1,1,0,0,0,1,37
"aggressive",3.17,63.11,"highway",103,1,1,1,1,1,1,71
"aggressive",4.61,59.89,"highway",117,1,1,1,0,0,0,70
"aggressive",2.87,46.89,"main road",98,1,1,1,0,0,0,59
"quality",7.24,90.36,"highway",177,1,1,1,0,0,0,62
"quality",6.01,63.12,"main road",166,1,1,0,0,0,0,48
"aggressive",2.74,53.9,"main road",62,1,1,1,1,1,1,57
"quality",4.12,31.49,"residential",186,1,0,0,0,0,0,25
"aggressive",2.27,41.56,"main road",120,1,1,1,1,0,0,50
"distracted",5.4,78.81,"highway",134,1,1,1,1,0,1,60
"quality",4.08,29.64,"residential",176,1,0,0,0,0,0,23
"distracted",5.28,74.44,"highway",104,1,1,1,1,0,1,55
"quality",4.02,33.19,"residential",154,1,0,0,0,0,0,27
"distracted",5.47,74.91,"highway",59,1,1,1,1,0,0,56
"distracted",4.47,50.59,"main road",113,0,0,0,0,0,0,40
"aggressive",2.62,35.92,"main road",66,1,1,1,0,0,0,56
"quality",5.05,65.12,"main road",172,1,1,0,0,0,0,47
"quality",7.81,88.56,"highway",175,1,1,1,0,0,0,60
"quality",5.26,59.66,"main road",139,0,0,0,0,0,0,50
"aggressive",5.06,62.21,"highway",101,1,1,1,1,0,0,77
"distracted",4.51,51.76,"main road",117,1,1,0,0,0,0,39
"quality",7.6,89.19,"highway",177,1,1,1,0,0,0,59
"distracted",2.68,29.36,"residential",135,0,0,0,0,0,0,20
"aggressive",3.34,60.81,"highway",79,1,1,1,0,0,0,74
"aggressive",5.14,66.76,"highway",101,1,1,1,1,0,0,72
"quality",7.89,85.42,"highway",142,1,1,1,0,0,0,59
"distracted",5.34,69.85,"highway",138,1,1,1,1,0,1,55
"quality",5.57,60.01,"main road",201,0,0,0,0,0,0,46
"aggressive",2.1,46.97,"main road",65,1,1,1,0,0,0,55
"aggressive",2.77,48.13,"main road",100,1,1,1,0,0,0,56
"distracted",4.43,57.5,"main road",143,0,0,0,0,0,0,40
"quality",7.7,97.62,"highway",193,1,1,1,0,0,0,56
"quality",5.87,57.69,"main road",155,0,0,0,0,0,0,47
"aggressive",4.01,61.17,"highway",77,1,1,1,1,0,0,70
"aggressive",2.96,47.8,"main road",87,1,1,1,1,0,0,54
"distracted",5.91,80.5,"highway",135,1,1,1,1,1,1,57
"distracted",3.12,49.33,"main road",169,1,1,1,0,0,0,39
"quality",6.28,61.43,"main road",182,0,0,0,0,0,0,43
"distracted",5.52,83.2,"highway",126,1,1,1,1,0,1,50
"aggressive",1.66,14.85,"residential",80,1,1,0,0,0,0,34
"quality",4.36,59.95,"main road",148,1,0,0,0,0,0,49
"distracted",3.16,27.3,"residential",135,0,0,0,0,0,0,20
"quality",3.92,30.99,"residential",184,1,0,0,0,0,0,26
"quality",7.64,85.67,"highway",165,1,1,1,0,0,0,59
"distracted",5.75,79.03,"highway",138,1,1,1,1,0,1,57
"quality",5.99,62.47,"main road",191,0,0,0,0,0,0,45
"quality",5.46,54.22,"main road",186,0,0,0,0,0,0,46
"aggressive",3.67,59.25,"highway",96,1,1,1,1,0,0,69
"distracted",4.13,48.81,"main road",127,1,1,0,0,0,0,38
"distracted",4.36,66.05,"main road",129,0,0,0,0,0,0,43
"distracted",3.43,57.09,"main road",152,1,1,0,0,0,0,41
"aggressive",3.4,44.82,"main road",92,1,1,1,1,0,0,53
"distracted",3.58,50.03,"main road",130,1,1,1,0,0,0,38
"quality",7.68,61.39,"main road",166,0,0,0,0,0,0,48
"distracted",5.57,78.33,"highway",105,1,1,1,1,0,1,57
"quality",7.67,90.39,"highway",175,1,1,1,0,0,0,61
"quality",5.43,54.69,"main road",162,0,0,0,0,0,0,45
"distracted",5.54,75.24,"highway",111,1,1,1,1,0,1,57
"aggressive",3.14,46.26,"main road",93,1,1,1,0,0,0,53
"quality",6.58,61.53,"main road",194,0,0,0,0,0,0,50
"quality",4.11,32.6,"residential",166,1,0,0,0,0,0,30
"aggressive",1.73,17.91,"residential",90,1,1,1,0,0,0,33
"aggressive",2.37,45.11,"main road",106,1,1,1,0,0,0,59
"aggressive",3.31,44.46,"main road",116,1,1,1,1,0,0,49
"quality",7.71,94.33,"highway",188,1,1,1,0,0,0,61
"distracted",4.16,51.06,"main road",147,1,1,0,0,0,1,41
"aggressive",5.75,60.16,"highway",65,1,1,1,1,0,0,73
"distracted",4.37,62.97,"main road",113,0,0,0,0,0,0,37
"aggressive",1.86,46.99,"main road",126,0,0,0,0,0,0,55
"aggressive",2.27,43.9,"main road",101,1,1,1,0,0,0,58
"aggressive",2.11,43.5,"main road",113,1,0,0,0,0,0,57
"quality",7.44,95.75,"highway",170,1,1,1,0,0,0,62
"aggressive",2.93,44.4,"main road",86,1,1,1,0,0,0,54
"aggressive",5.42,60.55,"highway",94,1,1,1,1,1,1,73
"aggressive",4.29,53.4,"highway",114,1,1,1,1,1,1,73
"distracted",3.14,32.35,"residential",127,1,1,1,0,0,1,22
"distracted",3.33,27.65,"residential",139,1,0,0,0,0,0,19
"distracted",5.86,78.08,"highway",186,1,1,1,1,0,1,61
"quality",7.19,86.36,"highway",203,1,1,1,0,0,0,63
"aggressive",5.18,59.33,"highway",99,1,1,1,1,0,0,70
"quality",6.16,60.3,"main road",177,0,0,0,0,0,0,45
"quality",6.78,87.56,"highway",204,1,1,1,0,0,0,59
"quality",7.45,83.47,"highway",186,1,1,1,0,0,0,61
"aggressive",2.92,48.02,"main road",113,1,1,1,0,0,0,57
"distracted",2.94,30.71,"residential",164,0,0,0,0,0,1,24
"distracted",4.49,53.39,"main road",144,1,1,0,0,0,0,39
"quality",4.26,59.54,"main road",162,0,0,0,0,0,0,47
"aggressive",5.14,58.95,"highway",104,1,1,1,1,1,1,66
"quality",8.56,90.73,"highway",175,1,1,1,0,0,0,61
"distracted",5.9,81.25,"highway",112,1,1,1,1,0,1,60
"aggressive",3.74,21.12,"residential",73,1,1,1,0,0,0,33
"distracted",5.57,80.68,"highway",134,1,1,1,1,0,1,59
"aggressive",2.26,46.03,"main road",107,1,1,1,0,0,0,58
"aggressive",5.8,56.11,"highway",136,1,1,1,1,1,1,72
"distracted",3.28,30.91,"residential",125,1,0,0,0,0,0,19
"quality",3.66,29.62,"residential",204,1,1,0,0,0,0,25
"distracted",4.22,56.2,"main road",145,1,1,1,0,0,0,41
"aggressive",4.94,60.76,"highway",92,1,1,1,1,0,0,70
"distracted",3.1,57.9,"main road",138,1,1,0,0,0,1,39
"aggressive",2.25,47.17,"main road",129,1,1,1,0,0,0,55
"quality",7.11,87.28,"highway",184,1,1,1,0,0,0,60
"aggressive",2.28,19.93,"residential",72,0,0,0,0,0,0,31
"aggressive",1.36,21.62,"residential",112,1,1,1,0,0,0,35
"distracted",2.76,29.27,"residential",143,1,1,0,0,0,1,17
"distracted",3.44,46.42,"main road",124,1,1,0,0,0,1,41
"distracted",3.18,29.2,"residential",87,0,0,0,0,0,0,21
"aggressive",6.09,58.89,"highway",94,1,1,1,1,0,0,69
"quality",8.38,93.78,"highway",187,1,1,1,0,0,0,60
"quality",6.93,93.67,"highway",210,1,1,1,0,0,0,61
"aggressive",2.36,41.43,"main road",109,1,1,1,1,0,0,58
"aggressive",2.57,47.29,"main road",90,1,1,1,1,0,0,53
"aggressive",2.14,20.35,"residential",109,0,0,0,0,0,0,38
"aggressive",5.12,56.82,"highway",67,1,1,1,1,0,0,73
"distracted",5.39,82.78,"highway",144,1,1,1,1,0,1,51
"quality",7.97,92.2,"highway",134,1,1,1,0,0,0,59
"distracted",2.99,32.9,"residential",173,1,1,0,0,0,1,21
"quality",4.34,33.55,"residential",171,1,0,0,0,0,0,24
"quality",8.79,89.33,"highway",170,1,1,1,0,0,0,61
"aggressive",2.02,42.27,"main road",116,1,1,1,0,0,0,54
"distracted",4.49,58.43,"main road",143,1,1,1,0,0,1,41
"aggressive",2.48,37.95,"main road",89,1,1,1,1,0,0,55
"quality",8.45,87.26,"highway",160,1,1,1,0,0,0,59
"quality",4,26.46,"residential",194,1,0,0,0,0,0,25
"quality",3.93,23.36,"residential",187,1,0,0,0,0,0,27
"distracted",4.11,51.26,"main road",132,1,1,1,0,0,1,38
"quality",4.13,29.17,"residential",172,0,0,0,0,0,0,29
"aggressive",2,17.4,"residential",129,1,1,0,0,0,0,34
"distracted",3.79,56.88,"main road",124,1,1,1,0,0,0,44
"quality",5.87,56.86,"main road",179,0,0,0,0,0,0,43
"distracted",3.06,25.72,"residential",110,1,0,0,0,0,1,24
"quality",5.73,60.25,"main road",211,0,0,0,0,0,0,45
"aggressive",4.17,55,"highway",75,1,1,1,1,0,0,69
"quality",5.66,60.42,"main road",144,0,0,0,0,0,0,48
"aggressive",2.43,23.65,"residential",98,1,0,0,0,0,0,33
"aggressive",2.01,38.55,"main road",84,1,1,1,0,0,0,53
"aggressive",2.43,19.77,"residential",79,1,1,0,0,0,0,33
"distracted",3.32,34.17,"residential",115,1,1,1,0,0,1,19
"aggressive",2.05,22.27,"residential",109,1,0,0,0,0,0,32
"aggressive",4.8,62.07,"highway",77,1,1,1,1,0,0,72
"quality",4.17,31.18,"residential",163,1,0,0,0,0,0,26
"distracted",6.11,83.92,"highway",173,1,1,1,1,0,1,60
"quality",4.18,26.78,"residential",190,1,0,0,0,0,0,25
"aggressive",4.78,66.28,"highway",107,1,1,1,1,0,0,65
"distracted",3.39,35.08,"residential",160,1,0,0,0,0,0,19
"distracted",4.02,59.46,"main road",171,0,0,0,0,0,0,38
"distracted",5.22,74.11,"highway",128,1,1,1,1,0,1,57
"quality",4.28,28.51,"residential",182,1,0,0,0,0,0,24
"distracted",4.44,54.08,"main road",151,1,1,1,0,0,1,41
"distracted",4.72,65.62,"main road",164,1,1,1,0,0,0,42
"aggressive",5.55,60.79,"highway",113,1,1,1,1,0,0,73
"quality",6.11,55.39,"main road",184,0,0,0,0,0,0,47
"distracted",5.74,75.79,"highway",111,1,1,1,1,0,1,58
"distracted",4.22,44.66,"main road",130,1,1,0,0,0,0,38
"quality",5.62,54.96,"main road",193,1,0,0,0,0,0,47
"aggressive",6.65,64.52,"highway",70,1,1,1,1,0,0,65
"aggressive",2.79,52.99,"main road",107,1,1,1,0,0,0,54
"distracted",4.88,52.53,"main road",125,0,0,0,0,0,1,40
"distracted",3.53,31.93,"residential",160,1,0,0,0,0,0,22
"quality",3.65,36.63,"residential",172,1,1,1,0,0,0,25
"aggressive",4.81,60.62,"highway",108,1,1,1,1,1,1,69
"aggressive",3.02,60.31,"highway",106,1,1,1,1,0,0,72
"quality",7.94,86.68,"highway",179,1,1,1,0,0,0,59
"aggressive",4.71,59.69,"highway",96,1,1,1,1,1,1,77
"distracted",3.83,46.51,"main road",176,1,0,0,0,0,1,40
"quality",4,28.64,"residential",175,0,0,0,0,0,0,24
"distracted",4.24,56.58,"main road",136,1,0,0,0,0,1,38
"quality",3.79,28.91,"residential",155,1,1,1,0,0,0,24
"distracted",3.62,29.51,"residential",128,1,1,0,0,0,1,25
"distracted",3.17,26.88,"residential",126,1,1,1,0,0,0,21
"aggressive",5.44,58.24,"highway",27,1,1,1,1,0,0,66
"distracted",4.35,51.21,"main road",141,1,0,0,0,0,0,35
"aggressive",1.86,18.09,"residential",102,1,1,0,0,0,0,34
"aggressive",2.44,18.81,"residential",136,1,1,0,0,0,0,35
"aggressive",1.99,21.22,"residential",122,1,1,1,0,0,0,32
"quality",5.93,57.84,"main road",158,0,0,0,0,0,0,48
"quality",7.82,90.28,"highway",204,1,1,1,0,0,0,59
"aggressive",2.49,46.71,"main road",62,1,1,1,1,0,0,49
"quality",4.31,23.96,"residential",173,1,0,0,0,0,0,24
"distracted",3.05,52.29,"main road",128,1,0,0,0,0,0,42
"aggressive",4.91,62.49,"highway",105,1,1,1,1,0,0,70
"aggressive",2.24,44.88,"main road",133,1,1,1,0,0,0,58
"aggressive",3.64,63.42,"highway",114,1,1,1,0,0,0,69
"aggressive",2.95,47.59,"main road",126,1,1,1,1,1,1,59
"distracted",3.07,30.56,"residential",124,1,0,0,0,0,0,22
"distracted",4.39,54.65,"main road",132,1,1,0,0,0,1,38
"quality",7.55,91.69,"highway",156,1,1,1,0,0,0,61
"distracted",5.76,83.39,"highway",103,1,1,1,1,0,0,62
"distracted",5.63,80.77,"highway",147,1,1,1,0,0,1,51
"aggressive",2.83,42.44,"main road",72,1,1,1,0,0,0,54
"quality",5.48,61.58,"main road",186,0,0,0,0,0,0,49
"aggressive",6.1,57.61,"highway",107,1,1,1,1,0,0,71
"distracted",4.39,54.07,"main road",113,1,0,0,0,0,1,41
"distracted",3.44,24.94,"residential",107,1,0,0,0,0,0,21
"aggressive",4.68,63.47,"highway",83,1,1,1,1,1,1,74
"aggressive",2.12,22.01,"residential",79,0,0,0,0,0,0,36
"aggressive",2.06,45.14,"main road",106,1,1,1,0,0,0,59
"quality",4.16,28.94,"residential",155,0,0,0,0,0,0,22
"quality",5.02,59.03,"main road",124,0,0,0,0,0,0,50
"quality",7.19,87.4,"highway",148,1,1,1,0,0,0,62
"distracted",3.39,56.7,"main road",128,1,0,0,0,0,0,40
"quality",4.11,32.45,"residential",158,1,0,0,0,0,0,27
"quality",6.28,60.16,"main road",192,0,0,0,0,0,0,48
"aggressive",5.65,64.69,"highway",86,1,1,1,1,1,1,71
"quality",5.92,59.21,"main road",169,0,0,0,0,0,0,46
"aggressive",2.45,45.15,"main road",107,1,1,1,0,0,0,50
"distracted",3.33,26.92,"residential",115,1,0,0,0,0,0,22
